Filled container:
0: Coorinates (848, 1) - 1
2607: Coorinates (276, 340) - 340
2608: Coorinates (601, 340) - 340
2609: Coorinates (876, 340) - 340
2610: Complex number (398, 270) - 340
2611: Coorinates (375, 340) - 340
2612: Complex number (258, 407) - 340
2613: Coorinates (455, 340) - 340
2614: Coorinates (606, 340) - 340
2615: Coorinates (18, 340) - 340
2616: Complex number (130, 464) - 340
2617: Complex number (275, 396) - 340
2618: Complex number (121, 467) - 341
2619: Coorinates (639, 341) - 341
2620: Coorinates (97, 341) - 341
2621: Coorinates (464, 341) - 341
2622: Complex number (441, 197) - 341
2623: Coorinates (116, 341) - 341
2624: Complex number (395, 277) - 341
2625: Coorinates (814, 341) - 341
2626: Coorinates (82, 342) - 342
2627: Complex number (484, 14) - 342
2628: Coorinates (871, 342) - 342
2629: Complex number (162, 456) - 342
2630: Coorinates (849, 342) - 342
2631: Coorinates (525, 342) - 342
2632: Coorinates (683, 342) - 342
2633: Complex number (343, 342) - 342
2634: Complex number (362, 321) - 342
2635: Complex number (301, 380) - 342
2636: Complex number (154, 461) - 343
2637: Complex number (308, 376) - 343
2638: Complex number (191, 446) - 343
2639: Coorinates (702, 343) - 343
2640: Complex number (472, 113) - 343
2641: Coorinates (669, 343) - 343
2642: Complex number (406, 267) - 343
2643: Coorinates (541, 344) - 344
2644: Coorinates (126, 344) - 344
2645: Complex number (473, 119) - 344
2646: Complex number (469, 134) - 344
2647: Coorinates (573, 344) - 344
2648: Coorinates (711, 344) - 344
2649: Coorinates (683, 345) - 345
2650: Complex number (438, 216) - 345
2651: Coorinates (583, 345) - 345
2652: Coorinates (697, 345) - 345
2653: Complex number (46, 486) - 345
2654: Complex number (451, 187) - 345
2655: Coorinates (990, 345) - 345
2656: Coorinates (13, 345) - 345
2657: Complex number (484, 78) - 346
2658: Coorinates (317, 346) - 346
2659: Coorinates (650, 346) - 346
2660: Coorinates (600, 346) - 346
2661: Coorinates (799, 346) - 346
2662: Complex number (344, 348) - 346
2663: Complex number (8, 490) - 346
2664: Coorinates (291, 346) - 346
2665: Complex number (359, 335) - 347
2666: Coorinates (649, 347) - 347
2667: Complex number (137, 472) - 347
2668: Coorinates (198, 347) - 347
2669: Coorinates (128, 347) - 347
2670: Coorinates (128, 347) - 347
2671: Coorinates (239, 347) - 347
2672: Complex number (289, 397) - 347
2673: Complex number (477, 121) - 347
2674: Coorinates (831, 347) - 347
2675: Coorinates (386, 347) - 347
2676: Complex number (400, 285) - 347
2677: Coorinates (854, 347) - 347
2678: Complex number (471, 145) - 348
2679: Coorinates (739, 348) - 348
2680: Complex number (479, 114) - 348
2681: Coorinates (910, 348) - 348
2682: Coorinates (929, 348) - 348
2683: Coorinates (655, 348) - 348
2684: Coorinates (883, 348) - 348
2685: Coorinates (62, 348) - 348
2686: Coorinates (135, 348) - 348
2687: Complex number (303, 389) - 348
2688: Complex number (403, 284) - 348
2689: Coorinates (26, 348) - 348
2690: Complex number (34, 492) - 348
2691: Complex number (258, 422) - 349
2692: Coorinates (477, 349) - 349
2693: Coorinates (991, 349) - 349
2694: Coorinates (103, 349) - 349
2695: Coorinates (414, 349) - 349
2696: Coorinates (210, 349) - 349
2697: Complex number (409, 278) - 349
2698: Complex number (179, 460) - 349
2699: Complex number (331, 368) - 349
2700: Coorinates (468, 349) - 349
2701: Coorinates (530, 349) - 349
2702: Complex number (213, 447) - 350
2703: Coorinates (377, 350) - 350
2704: Coorinates (554, 350) - 350
2705: Complex number (223, 443) - 350
2706: Coorinates (751, 350) - 350
2707: Coorinates (861, 350) - 350
2708: Complex number (455, 197) - 350
2709: Coorinates (893, 350) - 350
2710: Complex number (100, 485) - 350
2711: Coorinates (795, 350) - 350
2712: Complex number (240, 433) - 350
2713: Complex number (290, 402) - 350
2714: Complex number (99, 485) - 350
2715: Coorinates (793, 350) - 350
2716: Complex number (104, 485) - 350
2717: Coorinates (125, 350) - 350
2718: Complex number (176, 464) - 350
2719: Coorinates (186, 351) - 351
2720: Coorinates (73, 351) - 351
2721: Complex number (487, 98) - 351
2722: Coorinates (66, 351) - 351
2723: Coorinates (196, 351) - 351
2724: Complex number (257, 426) - 351
2725: Coorinates (809, 351) - 351
2726: Coorinates (471, 351) - 351
2727: Complex number (109, 485) - 351
2728: Complex number (493, 63) - 351
2729: Complex number (404, 292) - 352
2730: Complex number (351, 353) - 352
2731: Coorinates (400, 352) - 352
2732: Complex number (115, 485) - 352
2733: Complex number (493, 76) - 352
2734: Complex number (153, 475) - 352
2735: Coorinates (532, 352) - 352
2736: Complex number (360, 345) - 352
2737: Complex number (485, 117) - 352
2738: Complex number (478, 143) - 352
2739: Complex number (15, 498) - 352
2740: Coorinates (216, 353) - 353
2741: Complex number (491, 97) - 353
2742: Complex number (483, 129) - 353
2743: Complex number (465, 183) - 353
2744: Complex number (457, 204) - 353
2745: Coorinates (201, 353) - 353
2746: Complex number (491, 91) - 353
2747: Coorinates (103, 353) - 353
2748: Complex number (199, 458) - 353
2749: Complex number (429, 257) - 353
2750: Complex number (473, 168) - 354
2751: Complex number (408, 291) - 354
2752: Complex number (453, 214) - 354
2753: Coorinates (234, 354) - 354
2754: Complex number (473, 168) - 354
2755: Coorinates (290, 354) - 354
2756: Complex number (35, 502) - 355
2757: Coorinates (545, 355) - 355
2758: Complex number (250, 436) - 355
2759: Coorinates (103, 355) - 355
2760: Coorinates (964, 355) - 355
2761: Complex number (296, 406) - 355
2762: Coorinates (91, 355) - 355
2763: Coorinates (527, 355) - 355
2764: Coorinates (854, 355) - 355
2765: Coorinates (852, 356) - 356
2766: Complex number (499, 75) - 356
2767: Coorinates (698, 356) - 356
2768: Complex number (473, 174) - 356
2769: Coorinates (343, 356) - 356
2770: Complex number (147, 482) - 356
2771: Coorinates (601, 356) - 356
2772: Coorinates (815, 357) - 357
2773: Complex number (351, 364) - 357
2774: Complex number (495, 101) - 357
2775: Coorinates (188, 357) - 357
2776: Complex number (429, 267) - 357
2777: Complex number (53, 503) - 357
2778: Coorinates (97, 357) - 357
2779: Coorinates (737, 357) - 357
2780: Coorinates (591, 357) - 357
2781: Complex number (383, 331) - 357
2782: Coorinates (934, 357) - 357
2783: Coorinates (107, 358) - 358
2784: Coorinates (830, 358) - 358
2785: Complex number (111, 494) - 358
2786: Complex number (110, 495) - 358
2787: Coorinates (408, 358) - 358
2788: Coorinates (56, 358) - 358
2789: Coorinates (835, 358) - 358
2790: Complex number (223, 455) - 358
2791: Coorinates (264, 358) - 358
2792: Complex number (459, 214) - 358
2793: Coorinates (816, 358) - 358
2794: Coorinates (451, 358) - 358
2795: Coorinates (190, 358) - 358
2796: Complex number (309, 403) - 359
2797: Coorinates (361, 359) - 359
2798: Coorinates (565, 359) - 359
2799: Coorinates (782, 359) - 359
2800: Coorinates (681, 359) - 359
2801: Complex number (502, 81) - 359
2802: Complex number (385, 332) - 359
2803: Complex number (61, 505) - 359
2804: Coorinates (235, 359) - 359
2805: Coorinates (91, 359) - 359
2806: Coorinates (835, 359) - 359
2807: Complex number (456, 225) - 359
2808: Complex number (424, 281) - 359
2809: Coorinates (252, 359) - 359
2810: Coorinates (843, 359) - 359
2811: Coorinates (90, 360) - 360
2812: Coorinates (33, 360) - 360
2813: Coorinates (125, 360) - 360
2814: Complex number (49, 508) - 360
2815: Coorinates (959, 360) - 360
2816: Coorinates (135, 360) - 360
2817: Coorinates (992, 360) - 360
2818: Complex number (483, 165) - 360
2819: Complex number (297, 415) - 360
2820: Complex number (476, 181) - 360
2821: Complex number (383, 339) - 361
2822: Complex number (472, 198) - 361
2823: Complex number (268, 436) - 361
2824: Coorinates (499, 361) - 361
2825: Complex number (499, 113) - 361
2826: Complex number (119, 497) - 361
2827: Complex number (431, 276) - 361
2828: Complex number (475, 188) - 361
2829: Coorinates (908, 361) - 361
2830: Coorinates (321, 361) - 361
2831: Complex number (286, 423) - 361
2832: Complex number (401, 316) - 361
2833: Coorinates (760, 361) - 361
2834: Complex number (480, 178) - 361
2835: Coorinates (216, 362) - 362
2836: Complex number (194, 475) - 362
2837: Coorinates (650, 362) - 362
2838: Coorinates (106, 362) - 362
2839: Complex number (1, 512) - 362
2840: Complex number (311, 407) - 362
2841: Complex number (55, 509) - 362
2842: Complex number (326, 395) - 362
2843: Coorinates (761, 362) - 362
2844: Coorinates (238, 362) - 362
2845: Coorinates (26, 362) - 362
2846: Complex number (267, 437) - 362
2847: Complex number (417, 301) - 363
2848: Coorinates (798, 363) - 363
2849: Complex number (77, 508) - 363
2850: Complex number (499, 124) - 363
2851: Complex number (311, 410) - 363
2852: Coorinates (69, 363) - 363
2853: Complex number (180, 482) - 363
2854: Complex number (10, 514) - 363
2855: Complex number (228, 460) - 363
2856: Complex number (75, 508) - 363
2857: Complex number (126, 499) - 363
2858: Complex number (409, 313) - 364
2859: Coorinates (565, 364) - 364
2860: Coorinates (450, 364) - 364
2861: Coorinates (187, 364) - 364
2862: Coorinates (44, 364) - 364
2863: Coorinates (656, 364) - 364
2864: Coorinates (512, 364) - 364
2865: Complex number (306, 415) - 364
2866: Complex number (512, 63) - 364
2867: Complex number (432, 281) - 364
2868: Complex number (514, 37) - 364
2869: Complex number (136, 499) - 365
2870: Complex number (514, 53) - 365
2871: Coorinates (754, 365) - 365
2872: Coorinates (3, 365) - 365
2873: Coorinates (231, 365) - 365
2874: Complex number (473, 211) - 366
2875: Complex number (96, 509) - 366
2876: Complex number (515, 54) - 366
2877: Coorinates (185, 366) - 366
2878: Coorinates (587, 366) - 366
2879: Complex number (311, 415) - 366
2880: Coorinates (411, 366) - 366
2881: Complex number (107, 507) - 366
2882: Coorinates (674, 366) - 366
2883: Coorinates (395, 366) - 366
2884: Complex number (97, 511) - 367
2885: Coorinates (243, 367) - 367
2886: Coorinates (585, 367) - 367
2887: Coorinates (224, 367) - 367
2888: Coorinates (748, 367) - 367
2889: Complex number (20, 520) - 367
2890: Coorinates (459, 367) - 367
2891: Coorinates (107, 367) - 367
2892: Coorinates (753, 367) - 367
2893: Coorinates (551, 368) - 368
2894: Coorinates (212, 368) - 368
2895: Coorinates (804, 368) - 368
2896: Complex number (487, 184) - 368
2897: Complex number (305, 425) - 369
2898: Coorinates (842, 369) - 369
2899: Complex number (518, 72) - 369
2900: Coorinates (780, 370) - 370
2901: Coorinates (42, 370) - 370
2902: Coorinates (648, 370) - 370
2903: Complex number (475, 220) - 370
2904: Complex number (170, 496) - 370
2905: Coorinates (198, 370) - 370
2906: Complex number (110, 512) - 370
2907: Complex number (305, 426) - 370
2908: Complex number (501, 152) - 370
2909: Complex number (402, 337) - 370
2910: Complex number (524, 11) - 370
2911: Coorinates (68, 370) - 370
2912: Coorinates (467, 370) - 370
2913: Complex number (504, 143) - 370
2914: Complex number (179, 492) - 370
2915: Complex number (26, 524) - 370
2916: Complex number (398, 340) - 370
2917: Coorinates (363, 371) - 371
2918: Complex number (364, 379) - 371
2919: Coorinates (945, 371) - 371
2920: Coorinates (867, 371) - 371
2921: Coorinates (652, 371) - 371
2922: Complex number (345, 396) - 371
2923: Coorinates (327, 371) - 371
2924: Complex number (453, 265) - 371
2925: Coorinates (109, 371) - 371
2926: Complex number (255, 460) - 371
2927: Complex number (327, 412) - 371
2928: Coorinates (490, 371) - 371
2929: Coorinates (152, 371) - 371
2930: Coorinates (768, 371) - 371
2931: Coorinates (175, 371) - 371
2932: Coorinates (225, 371) - 371
2933: Complex number (503, 152) - 371
2934: Coorinates (292, 371) - 371
2935: Complex number (409, 331) - 372
2936: Complex number (4, 527) - 372
2937: Complex number (447, 278) - 372
2938: Complex number (455, 266) - 372
2939: Complex number (427, 308) - 372
2940: Complex number (278, 447) - 372
2941: Complex number (526, 39) - 372
2942: Coorinates (94, 372) - 372
2943: Complex number (520, 94) - 373
2944: Complex number (240, 471) - 373
2945: Complex number (524, 62) - 373
2946: Coorinates (849, 373) - 373
2947: Complex number (499, 172) - 373
2948: Coorinates (447, 373) - 373
2949: Complex number (510, 136) - 373
2950: Complex number (109, 517) - 373
2951: Complex number (429, 309) - 373
2952: Coorinates (826, 373) - 373
2953: Complex number (399, 347) - 373
2954: Complex number (385, 361) - 373
2955: Coorinates (604, 373) - 373
2956: Coorinates (445, 373) - 373
2957: Complex number (28, 529) - 374
2958: Complex number (402, 345) - 374
2959: Coorinates (906, 374) - 374
2960: Coorinates (612, 374) - 374
2961: Complex number (90, 522) - 374
2962: Complex number (527, 53) - 374
2963: Coorinates (679, 374) - 374
2964: Coorinates (576, 374) - 374
2965: Coorinates (510, 374) - 374
2966: Coorinates (679, 374) - 374
2967: Complex number (183, 497) - 374
2968: Complex number (254, 464) - 374
2969: Coorinates (333, 375) - 375
2970: Complex number (509, 153) - 375
2971: Coorinates (3, 375) - 375
2972: Complex number (228, 479) - 375
2973: Complex number (476, 234) - 375
2974: Complex number (506, 161) - 375
2975: Coorinates (462, 375) - 375
2976: Complex number (473, 241) - 375
2977: Complex number (530, 36) - 375
2978: Coorinates (805, 375) - 375
2979: Complex number (149, 510) - 375
2980: Complex number (417, 328) - 375
2981: Coorinates (993, 375) - 375
2982: Coorinates (874, 375) - 375
2983: Coorinates (309, 375) - 375
2984: Coorinates (339, 375) - 375
2985: Complex number (471, 246) - 375
2986: Complex number (331, 416) - 375
2987: Coorinates (921, 376) - 376
2988: Complex number (212, 489) - 376
2989: Coorinates (558, 376) - 376
2990: Complex number (502, 177) - 376
2991: Complex number (415, 333) - 376
2992: Coorinates (260, 376) - 376
2993: Complex number (513, 144) - 376
2994: Coorinates (64, 376) - 376
2995: Complex number (183, 501) - 377
2996: Complex number (390, 364) - 377
2997: Complex number (530, 67) - 377
2998: Coorinates (493, 377) - 377
2999: Coorinates (566, 377) - 377
3000: Coorinates (385, 377) - 377
3001: Coorinates (168, 377) - 377
3002: Complex number (396, 359) - 377
3003: Coorinates (530, 377) - 377
3004: Complex number (365, 391) - 378
3005: Complex number (345, 409) - 378
3006: Coorinates (540, 378) - 378
3007: Complex number (411, 343) - 378
3008: Coorinates (621, 378) - 378
3009: Complex number (512, 158) - 378
3010: Coorinates (656, 378) - 378
3011: Coorinates (926, 378) - 378
3012: Coorinates (872, 378) - 378
3013: Complex number (445, 298) - 378
3014: Coorinates (776, 379) - 379
3015: Coorinates (898, 379) - 379
3016: Complex number (328, 425) - 379
3017: Coorinates (277, 379) - 379
3018: Coorinates (425, 379) - 379
3019: Complex number (493, 213) - 379
3020: Coorinates (492, 379) - 379
3021: Complex number (464, 270) - 379
3022: Coorinates (544, 379) - 379
3023: Coorinates (854, 379) - 379
3024: Coorinates (146, 379) - 379
3025: Coorinates (838, 379) - 379
3026: Complex number (535, 53) - 380
3027: Complex number (157, 515) - 380
3028: Coorinates (602, 380) - 380
3029: Complex number (491, 220) - 380
3030: Coorinates (322, 380) - 380
3031: Complex number (45, 536) - 380
3032: Coorinates (88, 380) - 380
3033: Complex number (537, 33) - 380
3034: Coorinates (736, 380) - 380
3035: Complex number (399, 360) - 380
3036: Complex number (201, 499) - 380
3037: Coorinates (125, 381) - 381
3038: Coorinates (27, 381) - 381
3039: Coorinates (528, 382) - 382
3040: Complex number (533, 95) - 382
3041: Coorinates (123, 382) - 382
3042: Complex number (536, 77) - 382
3043: Complex number (541, 17) - 382
3044: Coorinates (466, 382) - 382
3045: Complex number (532, 94) - 382
3046: Complex number (537, 63) - 382
3047: Complex number (509, 184) - 382
3048: Complex number (437, 319) - 382
3049: Coorinates (641, 382) - 382
3050: Coorinates (867, 383) - 383
3051: Complex number (478, 255) - 383
3052: Complex number (330, 430) - 383
3053: Complex number (82, 536) - 383
3054: Coorinates (159, 383) - 383
3055: Complex number (412, 353) - 383
3056: Complex number (394, 372) - 383
3057: Complex number (211, 499) - 383
3058: Coorinates (498, 383) - 383
3059: Coorinates (387, 383) - 383
3060: Complex number (519, 156) - 383
3061: Complex number (541, 58) - 384
3062: Coorinates (483, 384) - 384
3063: Complex number (509, 192) - 384
3064: Coorinates (885, 384) - 384
3065: Complex number (540, 58) - 384
3066: Complex number (107, 533) - 384
3067: Complex number (536, 88) - 384
3068: Coorinates (51, 384) - 384
